Index 	On or around	Voluntary Dismissal	Litigation Name	Ticker	Filing Date	Docket	Class Start Date	Class End Date	SIC Code	Sector	Industry	Headquarter	Jurisdiction	Circuit	Court	Judge	Exchange	Market Status	Case Status	Settlement Amount
103967			"Merrill Lynch & Co., Inc. : Auction Rate Securities"	MER	03/25/2008	08-CV-03037	03/25/2003	02/13/2008	6211	Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Loretta A. Preska	New York SE	Public (Listed)	CASE DISMISSED	0
103966			"Morgan Stanley & Co., Inc. : Auction Rate Securities"	MS	03/25/2008	08-CV-03012	03/25/2003	02/13/2008	6211	Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Alvin K. Hellerstein	New York SE	Public (Listed)	CASE DISMISSED	0
103965			"Humana, Inc."	HUM	03/26/2008	08-CV-00162	02/04/2008	03/11/2008	6324	Financial	Insurance (Accident & Health)	United States	United States	6th	W.D. Kentucky	"Hon. Joseph H. Mckinley, Jr."	New York SE	Public (Listed)	CASE DISMISSED	0
103969			TETRA Technologies Inc.	TTI	03/27/2008	08-CV-00965	01/03/2007	10/16/2007	2810	Energy	Oil Well Services & Equipment	United States	United States	5th	S.D. Texas	Hon. Keith P Ellison	New York SE	Public (Listed)	CASE SETTLED	8250000
103970			"MoneyGram International, Inc."	MGI	03/28/2008	08-CV-00883	01/24/2007	01/14/2008	7389	Financial	Misc. Financial Services	United States	United States	8th	D. Minnesota	Hon. Ann D. Montgomery	New York SE	Public (Listed)	CASE SETTLED	80000000
103972			J.P. Morgan Chase & Co. : Auction Rate Securities	JPM	03/31/2008	08-CV-03177	03/31/2003	02/13/2008		Financial	Money Center Banks	United States	United States	2nd	S.D. New York	Hon. Gerard E. Lynch	New York SE	Public (Listed)	CASE DISMISSED	0
103974			Candela Corporation	CLZR	04/02/2008	08-CV-10551	02/01/2006	08/21/2006		Healthcare	Medical Equipment & Supplies	United States	United States	1st	D. Massachusetts	Hon. Douglas P. Woodlock	NASDAQ	Public (Listed)	CASE SETTLED	3850000
103973			E*TRADE Financial Corporation : Auction Rate Securities	ETFC	04/02/2008	08-CV-03295	04/02/2003	02/13/2008	6035	Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Sidney H. Stein	NASDAQ	Public (Listed)	CASE DISMISSED	0
103971			"SunTrust Banks, Inc. : Auction Rate Securities"	STI	04/02/2008	08-CV-01287	04/01/2003	02/13/2008	6021	Financial	Regional Banks	United States	United States	11th	N.D. Georgia	"Hon. Thomas W. Thrash, Jr."	New York SE	Public (Listed)	CASE DISMISSED	0
103975			"Merck & Co., Inc."	MRK	04/03/2008	08-CV-01603	10/22/2007	03/28/2008	2834	Healthcare	Major Drugs	United States	United States	3rd	E.D. Pennsylvania	Hon. Legrome D. Davis	New York SE	Public (Listed)	CASE SETTLED	215000000
103976			ArthroCare Corporation	ARTC	04/04/2008	08-CV-80343	08/04/2006	01/23/2008	3845	Healthcare	Medical Equipment & Supplies	United States	United States	11th	S.D. Florida	Hon. Kenneth L. Ryskamp	NASDAQ	Public (Listed)	CASE SETTLED	74000000
103977			Citigroup Alternative Investments LLC : Falcon Strategies Two B LLC Hedge Fund		04/04/2008	08-CV-80346	09/30/2005	01/08/2008		Financial	Investment Services	United States	United States	11th	S.D. Florida	Hon. William J. Zloch	Privately Traded	Privately Held	CASE DISMISSED	0
103984			Citigroup Mortgage Loan Trust Inc. : Mortgage Pass-Through Certificates and Asset-Backed Pass-Through Certificates		04/07/2008	08-CV-1418	01/01/2007	10/31/2007	6189	Financial	Misc. Financial Services	United States	United States	2nd	E.D. New York	Hon. Leonard D. Wexler	Privately Traded	Privately Held	CASE SETTLED	24975000
103978			Raymond James Financial Inc. : Auction Rate Securities	RJF	04/08/2008	08-CV-03449	04/08/2003	02/13/2008	6211	Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Lewis A. Kaplan.	New York SE	Public (Listed)	CASE DISMISSED	0
103980			Inverness Medical Innovations Inc.	IMA	04/10/2008	08-CV-10615	11/14/2007	03/18/2008	2835	Healthcare	Biotechnology & Drugs	United States	United States	1st	D. Massachusetts	Hon. Joseph L. Tauro	American SE	Public (Listed)	CASE DISMISSED	0
103979			The First Marblehead Corporation	FMD	04/10/2008	08-CV-10612	08/10/2006	04/07/2008	6141	Financial	Consumer Financial Services	United States	United States	1st	D. Massachusetts	Hon. Joseph L. Tauro	New York SE	Public (Listed)	CASE DISMISSED	0
103981			Agria Corporation	GRO	04/11/2008	08-CV-03536	11/06/2007	04/08/2008	100	Consumer Non-Cyclical	Food Processing	China	China	2nd	S.D. New York	"Hon. William H. Pauley, III"	New York SE	Public (Listed)	CASE SETTLED	3750000
103982			"Global Cash Access Holdings, Inc."	GCA	04/11/2008	08-CV-03516	09/22/2005	11/14/2007	6199	Financial	Misc. Financial Services	United States	United States	2nd	S.D. New York	Hon. Shirley Wohl Kram	New York SE	Public (Listed)	CASE SETTLED	5850000
103983			Oppenheimer Holdings Inc. : Auction Rate Securities	OPY	04/11/2008	08-CV-3528	04/09/2003	02/13/2008		Financial	Investment Services	United States	Canada	2nd	S.D. New York	Hon. Loretta A. Preska	New York SE	Public (Listed)	CASE ONGOING	0
103985			Wells Fargo & Company : Auction Rate Securities	WFC	04/14/2008	08-CV-01962	04/14/2003	02/13/2008	6021	Financial	Money Center Banks	United States	United States	9th	N.D. California	Hon. Jeffrey S. White	New York SE	Public (Listed)	CASE DISMISSED	0
103987			iStar Financial Inc.	SFI	04/15/2008	08-CV-03612	12/13/2007	02/28/2008	6798	Services	Real Estate Operations	United States	United States	2nd	S.D. New York	Hon. Robert W. Sweet	New York SE	Public (Listed)	CASE SETTLED	29000000
103986			The Blackstone Group L.P.	BX	04/15/2008	08-CV-03601	06/25/2007	03/10/2008	6282	Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Colleen McMahon	New York SE	Public (Listed)	CASE SETTLED	85000000
103990			Harmony Gold Mining Company Limited	HMY	04/16/2008	08-CV-03653	04/02/2007	08/07/2007	1040	Basic Materials	Gold & Silver	Republic of South Africa	Republic of South Africa	2nd	S.D. New York	Hon. Barbara S. Jones	New York SE	Public (Listed)	CASE SETTLED	9000000
103989			"The Goldman Sachs Group, Inc. : Auction Rate Securities"	GS	04/16/2008	08-CV-3659	03/25/2003	02/13/2008	6211	Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. John E. Sprizzo	New York SE	Public (Listed)	CASE DISMISSED	0
103988			Walgreen Company	WAG	04/16/2008	08-CV-02162	06/25/2007	11/29/2007	5912	Services	Retail (Drugs)	United States	United States	7th	N.D. Illinois	Hon. Marvin E. Aspen	New York SE	Public (Listed)	CASE DISMISSED	0
103991			Calamos Global Dynamic Income Fund : Auction Rate Cumulative Preferred Shares	CHW	04/21/2008	08-CV-3756	09/17/2007	04/21/2008		Financial	Misc. Financial Services	United States	United States	2nd	S.D. New York	Hon. Alvin K. Hellerstein	New York SE	Public (Listed)	CASE DISMISSED	0
103992			Credit Suisse Group	CS	04/21/2008	08-CV-3758	02/15/2007	02/19/2008	6211	Financial	Investment Services	Switzerland	Switzerland	2nd	S.D. New York	Hon. Victor Marrero	New York SE	Public (Listed)	CASE SETTLED	70000000
103997			J.P. Morgan Acceptance Corporation		04/25/2008	08-CV-01713	01/01/2006	03/31/2007	6189	Financial	Money Center Banks	United States	United States	2nd	E.D. New York	Hon. Edward R. Korman	New York SE	Public (Listed)	CASE SETTLED	280000000
103993			"Arbitron, Inc."	ARB	04/30/2008	08-CV-04063	07/19/2007	11/26/2007	8700	Technology	Computer Services	United States	United States	2nd	S.D. New York	Hon. John G. Koeltl	New York SE	Public (Listed)	CASE SETTLED	7000000
103994			Citigroup Global Markets Inc. : MAT Five LLC shares		05/01/2008	08-CV-04152 	12/18/2006	05/01/2008	6021	Financial	Money Center Banks	United States	United States	2nd	S.D. New York	Hon. P. Kevin Castel	Privately Traded	Privately Held	CASE DISMISSED	0
104100			"Premium Connections, Inc. (a/k/a PCI Homes Program)"		05/05/2008	08-CV-00359		05/05/2008		Services	Real Estate Operations	United States	United States	11th	M.D. Florida	Hon. Elizabeth A.Kovachevich	Privately Traded	Privately Held	CASE DISMISSED	0
103995			"Cbeyond, Inc."	CBEY	05/06/2008	08-CV-1666	11/01/2007	02/21/2008	4813	Services	Communications Services	United States	United States	11th	N.D. Georgia	Hon. Clarence Cooper	NASDAQ	Public (Listed)	CASE SETTLED	2300000
104002			"Huntington Bancshares, Inc."	HBAN	05/07/2008	08-CV-443	02/03/2006	03/10/2008	6021	Financial	Regional Banks	United States	United States	6th	S.D. Ohio	Hon. James L Graham	NASDAQ	Public (Listed)	CASE DISMISSED	0
103999			MGIC Investment Corporation	MTG	05/12/2008	08-CV-12080	02/06/2007	02/12/2008	6351	Financial	Insurance (Miscellaneous)	United States	United States	6th	E.D. Michigan	Hon. David M Lawson	New York SE	Public (Listed)	CASE DISMISSED	0
103996			Royal Bank of Canada : Auction Rate Securities	RY	05/12/2008	08-CV-4431	05/12/2003	02/13/2008	6029	Financial	Money Center Banks	Canada	Canada	2nd	S.D. New York	"Hon. William H. Pauley, III"	New York SE	Public (Listed)	CASE DISMISSED	0
103998			Downey Financial Corporation	DSL	05/16/2008	08-CV-03261	10/16/2006	03/14/2008	6035	Financial	S&Ls/Savings Banks	United States	United States	9th	C.D. California	Hon. John F. Walter	New York SE	Public (Listed)	CASE DISMISSED	0
104005			"Heartland Resources, Inc."		05/19/2008	08-CV-00513	01/26/2004	03/22/2006		Basic Materials	Non-Metallic Mining	United States	United States	6th	M.D. Tennessee	Hon. Aleta A. Trauger	Privately Traded	Privately Held	CASE SETTLED	18234566.93
104012			Citigroup Alternative Investments LLC : Falcon Strategies Two B LLC Hedge Fund		05/20/2008	08-CV-04723	05/08/2008	05/20/2008		Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. P. Kevin Castel	Privately Traded	Privately Held	CASE DISMISSED	0
104011			National City Corporation : Harbor Federal Savings Bank	NCC	05/20/2008	08-CV-01247	12/01/2006	01/02/2008	6021	Financial	Regional Banks	United States	United States	6th	N.D. Ohio	Hon. Patricia A. Gaughan	New York SE	Public (Listed)	CASE DISMISSED	0
104001			"American International Group, Inc. (AIG)"	AIG	05/21/2008	08-CV-4772	05/11/2007	05/09/2008	6331	Financial	Insurance (Prop. & Casualty)	United States	United States	2nd	S.D. New York	Hon. Richard J. Sullivan	New York SE	Public (Listed)	CASE SETTLED	970500000
104020			Bank of America : Auction Rate Securities	BAC	05/22/2008	08-CV-2599	05/22/2003	02/13/2008	6021	Financial	Money Center Banks	United States	United States	9th	N.D. California	Hon. Samuel Conti	New York SE	Public (Listed)	CASE DISMISSED	0
104004			TRM Corporation	TRMM	05/22/2008	08-CV-00622	03/16/2006	05/22/2007	7200	Services	Personal Services	United States	United States	9th	D. Oregon	Hon. Janice M. Stewart	NASDAQ	Public (Listed)	CASE DISMISSED	0
104021			"NexCen Brands, Inc."	NEXC	05/28/2008	08-CV-04906	05/10/2007	05/19/2008	6794	Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Miriam Goldman Cedarbaum	NASDAQ	Public (Listed)	CASE SETTLED	4000000
104023			"TomoTherapy, Inc."	TOMO	05/30/2008	08-CV-00314	02/13/2008	04/17/2008	3845	Healthcare	Medical Equipment & Supplies	United States	United States	7th	W.D. Wisconsin	Magistrate Judge Stephen L. Crocker	NASDAQ	Public (Listed)	CASE SETTLED	5000000
104028			"Gildan Activewear, Inc."	GIL	06/02/2008	08-CV-05048	08/02/2007	04/29/2008	2300	Consumer Cyclical	Apparel/Accessories	Canada	Canada	2nd	S.D. New York	Hon. Harold Baer	New York SE	Public (Listed)	CASE SETTLED	22500000
104041			"The Royal Bank of Scotland Group, PLC/Greenwich Capital Holdings, Inc. :  Harborview Mortgage (HM) Loan Trust, Mortgage Pass-Through Certificates Series 2006-4, Class B1 : HM Loan Trust, Mortgage Pass-Through Certificates Series 2007-7, Class 2A1A"		06/02/2008	08-CV-05093	04/26/2006	10/03/2006	6189	Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Harold Baer	Privately Traded	Privately Held	CASE SETTLED	275000000
104039			Fidelity Management & Research Company (FMR) : Fidelity Ultra-Short Bond Fund	FUSFX	06/05/2008	08-CV-10960	06/05/2005	06/05/2008		Financial	Consumer Financial Services	United States	United States	1st	D. Massachusetts	Hon. Mark L. Wolf	NASDAQ	Public (Listed)	CASE SETTLED	7500000
104038			"Healthways, Inc."	HWAY	06/05/2008	08-CV-00569	10/17/2007	02/26/2008	8090	Healthcare	Healthcare Facilities	United States	United States	6th	M.D. Tennessee	Hon. Robert Echols	NASDAQ	Public (Listed)	CASE SETTLED	23600000
104045			Universal Food and Beverage Company	UFBV	06/05/2008	08-CV-03263	02/16/2006	02/16/2006	2870	Consumer Non-Cyclical	Beverages (Non-Alcoholic)	United States	United States	7th	N.D. Illinois	Hon. Charles P. Kocoras	OTC-BB	Public (Listed)	CASE DISMISSED	0
104040			Franklin Bank Corporation	FBTX	06/06/2008	08-CV-01810	10/29/2007	05/01/2008	6036	Financial	S&Ls/Savings Banks	United States	United States	5th	S.D. Texas	Hon. Samuel B Kent	NASDAQ	Public (Listed)	CASE DISMISSED	0
104042			Wachovia Corporation	WB	06/06/2008	08-CV-02844	05/08/2006	04/11/2008	6021	Financial	Money Center Banks	United States	United States	9th	N.D. California	Hon. Samuel Conti	New York SE	Public (Listed)	CASE DISMISSED	0
104044			"IndyMac Bancorp, Inc. : Option ARM"	IMB	06/11/2008	08-CV-03812	08/16/2007	05/12/2008	6035	Financial	S&Ls/Savings Banks	United States	United States	9th	C.D. California	Hon. Stephen V. Wilson	New York SE	Public (Listed)	CASE SETTLED	6500000
104046			European Aeronautic Defence & Space Company (EADS)	EAD	06/12/2008	08-CV-05389	01/17/2005	06/13/2006		Capital Goods	Aerospace & Defense	Netherlands	Netherlands	2nd	S.D. New York	Hon. John E. Sprizzo	Other Foreign	Public (Listed)	CASE DISMISSED	0
104053			Safeco Corporation	SAF	06/16/2008	08-CV-00940	05/23/2008	06/16/2008	6331	Financial	Insurance (Prop. & Casualty)	United States	United States	9th	W.D. Washington	Hon. Brian A Tsuchida	New York SE	Public (Listed)	CASE DISMISSED	0
104051			"Fifth Third Bancorp : Common Stock, Preferred B Shares and Preferred C Shares"	FITB	06/20/2008	08-CV-00421	10/19/2007	06/17/2008	6022	Financial	Regional Banks	United States	United States	6th	S.D. Ohio	Hon. Michael R. Barrett	NASDAQ	Public (Listed)	CASE SETTLED	16000000
104054			Evergreen Investment Management Company: Evergreen Ultra Short Opportunities Fund	EUBAX	06/23/2008	08-CV-11064	06/23/2005	06/23/2008		Financial	Misc. Financial Services	United States	United States	1st	D. Massachusetts	Hon. Nathaniel M. Gorton	NASDAQ	Public (Listed)	CASE SETTLED	25000000
104056			First American Corporation	FAF	06/23/2008	08-CV-05654	04/26/2006	11/06/2007	6361	Financial	Insurance (Prop. & Casualty)	United States	United States	2nd	S.D. New York	Hon. Lewis A. Kaplan	New York SE	Public (Listed)	CASE DISMISSED	0
104059			Home Equity Mortgage Trust		06/23/2008	08-CV-05653	10/30/2006	06/23/2008	6189	Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Paul A. Crotty	Privately Traded	Privately Held	CASE ONGOING	0
104058			Sonoco Products Company	SON	06/26/2008	08-CV-02348	02/07/2007	09/18/2007		Consumer Non-Cyclical	Office Supplies	United States	United States	4th	D. South Carolina	Hon. Terry L. Wooten	New York SE	Public (Listed)	CASE SETTLED	13000000
104061			Absolute Capital Management Holdings	AMGHF	06/30/2008	08-CV-01381	06/30/2005	06/30/2008	6282	Financial	Investment Services	Cayman Islands	Cayman Islands	10th	D. Colorado	Hon. Marcia S. Krieger	Pink Sheets	Public (Listed)	CASE DISMISSED	0
104060			State Street Corporation: SSgA Yield Plus Fund	SSYPX	06/30/2008	08-CV-11108	07/01/2005	06/30/2008	6022	Financial	Regional Banks	United States	United States	1st	D. Massachusetts	Hon. Joseph L. Tauro	NASDAQ	Public (Listed)	CASE DISMISSED	0
104062			"Fimalac, S.A."	FIM	07/01/2008	08-CV-05994	07/26/2006	04/21/2008		Financial	Investment Services	France	France	2nd	S.D. New York	Hon. Shira A. Scheindlin	Other Foreign	Public (Listed)	CASE DISMISSED	0
104088			"Penn National Gaming, Inc."	PENN	07/03/2008	08-CV-01752	04/01/2008	07/03/2008	7990	Services	Casinos & Gaming	United States	United States	4th	D. Maryland	Hon. Peter J. Messitte	NASDAQ	Public (Listed)	CASE DISMISSED	0
104063			"MRV Communications, Inc."	MRVC	07/08/2008	08-CV-04472	03/31/2003	06/05/2008	3674	Technology	Semiconductors	United States	United States	9th	C.D. California	Hon. George P. Schiavelli	NASDAQ	Public (Listed)	CASE SETTLED	10000000
104066			CompuCredit Corporation	CCRT	07/14/2008	08-CV-02270	11/06/2006	06/09/2008	6141	Financial	Misc. Financial Services	United States	United States	11th	N.D. Georgia	Hon. Marvin H. Shoob	NASDAQ	Public (Listed)	CASE DISMISSED	0
104067			"FCStone Group, Inc."	FCSX	07/15/2008	08-CV-00514	04/10/2008	07/09/2008	6221	Financial	Investment Services	United States	United States	8th	W.D. Missouri	Hon. John T. Maughmer	NASDAQ	Public (Listed)	CASE SETTLED	4250000
104370			Archstone-Smith Operating Trust : A-1 Units	ASN	07/16/2008	08-CV-04035	05/29/2007	07/16/2008	6798	Services	Real Estate Operations	United States	United States	7th	N.D. Illinois	Hon. John W. Darrah	New York SE	Public (Listed)	CASE DISMISSED	0
104069			"Hexion Specialty Chemicals, Inc. : Huntsman Corporation common stock"	HUN	07/17/2008	08-CV-6394	05/14/2008	06/18/2008	2800	Basic Materials	Fabricated Plastic & Rubber	United States	United States	2nd	S.D. New York	Hon. Richard M. Berman	New York SE	Public (Listed)	CASE SETTLED	18000000
104070			"SemGroup Energy Partners, L.P."	SGLP	07/21/2008	08-CV-06477	02/20/2008	07/17/2008	4160	Basic Materials	Non-Metallic Mining	United States	United States	2nd	S.D. New York	Hon. Paul A. Crotty	NASDAQ	Public (Listed)	CASE SETTLED	28000000
104071			"CIT Group, Inc."	CIT	07/25/2008	08-CV-06613	04/18/2007	03/05/2008	6172	Financial	Consumer Financial Services	United States	United States	2nd	S.D. New York	Hon. Barbara S. Jones	New York SE	Public (Listed)	CASE SETTLED	75000000
104073			MFS Investment Management		07/28/2008	08-CV-01407	07/28/2003	07/28/2008		Financial	Investment Services	United States	United States	3rd	M.D. Pennsylvania	Hon. A. Richard Caputo	Open-end Fund	Open-end Fund	CASE DISMISSED	0
104216			"Lehman Brothers, Inc. : Mortgage Pass-Through Certificates"		07/29/2008	08-CV-06762	09/26/2005	01/31/2008	6189	Financial	Misc. Financial Services	United States	United States	2nd	S.D. New York	Hon. Lewis A. Kaplan	OTC-BB	Public (Listed)	CASE SETTLED	40000000
104076			General Electric Company	GE	07/30/2008	08-CV-01135	03/12/2008	04/10/2008	3600	Conglomerates	Conglomerates	United States	United States	2nd	D. Connecticut	Hon. Mark R. Kravitz	New York SE	Public (Listed)	CASE DISMISSED	0
104086			"Inyx, Inc."	IYXI	07/31/2008	08-CV-06857	03/31/2005	07/02/2007	2834	Healthcare	Biotechnology & Drugs	United States	United States	2nd	S.D. New York	Hon. P. Kevin Castel	OTC-BB	Public (Listed)	CASE SETTLED	600000
104077			"MF Global, Ltd."	MF	07/31/2008	08-CV-06858	03/17/2008	06/20/2008	6200	Financial	Investment Services	United States	Bermuda	2nd	S.D. New York	Hon. Jed S. Rakoff	New York SE	Public (Listed)	CASE DISMISSED	0
104075			"GT Solar International, Inc."	SOLR	08/01/2008	08-CV-00312	07/23/2008	07/25/2008	3674	Technology	Semiconductors	United States	United States	1st	D. New Hampshire	Hon. Joseph N. Laplante	NASDAQ	Public (Listed)	CASE SETTLED	10500000
104219			Deutsche Alt-A Securities Incorporated : Mortgage Pass-Through Certificates		08/05/2008	08-CV-03178	05/01/2006	11/15/2007	6189	Financial	Investment Services	United States	United States	2nd	E.D. New York	Hon. Leonard D. Wexler	Privately Traded	Privately Held	CASE SETTLED	32500000
104079			"Zimmer Holdings, Inc."	ZMH	08/05/2008	08-CV-01041	01/29/2008	07/22/2008	3842	Healthcare	Medical Equipment & Supplies	United States	United States	7th	S.D. Indiana	Hon. David Frank Hamilton	New York SE	Public (Listed)	CASE DISMISSED	0
104078			"CarMax, Inc."	KMX	08/06/2008	08-CV-00821	04/02/2008	06/17/2008	5500	Consumer Cyclical	Auto & Truck Manufacturers	United States	United States	4th	E.D. Virginia	Hon. Liam O' Grady	New York SE	Public (Listed)	CASE DISMISSED	0
104081			"KKR Financial Holdings, LLC"	KFN	08/07/2008	08-CV-07062	05/04/2007	08/15/2007	6798	Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Gerard E. Lynch	New York SE	Public (Listed)	CASE DISMISSED	0
104080			"NovaGold Resources, Inc."	NG	08/07/2008	08-CV-07041	10/25/2006	11/23/2007	1040	Basic Materials	Gold & Silver	Canada	Canada	2nd	S.D. New York	Hon. Denise L. Cote	American SE	Public (Listed)	CASE SETTLED	26776322.13
104082			"Reddy Ice Holdings, Inc."	FRZ	08/08/2008	08-CV-13451	08/10/2005	03/06/2008	2090	Consumer Non-Cyclical	Food Processing	United States	United States	6th	E.D. Michigan	Hon. David M. Lawson	New York SE	Public (Listed)	CASE ONGOING	0
104084			Stifel Financial Corporation : Auction Rate Securities	SF	08/08/2008	08-CV-01167	06/11/2003	02/13/2008	6211	Financial	Investment Services	United States	United States	8th	E.D. Missouri	Hon. Henry E. Autrey	New York SE	Public (Listed)	CASE SETTLED	0
104083			Fifth Third Bancorp: First Charter Acquisition	FITB	08/12/2008	08-CV-539	11/26/2007	06/18/2008	6022	Financial	Regional Banks	United States	United States	6th	S.D. Ohio	Hon. Sandra S. Beckwith	NASDAQ	Public (Listed)	CASE DISMISSED	0
104085			Federal Home Loan Mortgage Corporation (Freddie Mac)	FRE	08/15/2008	08-CV-07281	11/21/2007	08/05/2008	6111	Financial	Consumer Financial Services	United States	United States	2nd	S.D. New York	Hon. John F. Keenan	New York SE	Public (Listed)	CASE DISMISSED	0
104087			Perini Corporation	PCR	08/20/2008	08-CV-11449	11/02/2006	01/17/2008	1540	Capital Goods	Construction Services	United States	United States	1st	D. Massachusetts	Hon. Nathaniel M. Gorton	New York SE	Public (Listed)	CASE DISMISSED	0
104090			"Washington Mutual, Inc. : WM Group of Funds"		08/20/2008	08-CV-01251	03/01/2002	12/31/2006	6035	Financial	S&Ls/Savings Banks	United States	United States	9th	W.D. Washington	Hon. Marsha J. Pechman	Open-end Fund	Open-end Fund	CASE DISMISSED	0
104089			"China Shenghuo Pharmaceutical Holdings, Inc."	KUN	08/21/2008	08-CV-07422	07/23/2007	08/20/2008	6770	Healthcare	Biotechnology & Drugs	China	United States	2nd	S.D. New York	Hon. Victor Marrero	American SE	Public (Listed)	CASE SETTLED	800000
104252			Charles Schwab & Co. Inc. : The Schwab Total Bond Market Fund 	SWLBX	08/28/2008	08-CV-4119	08/31/2007	08/28/2008	0	Financial	Investment Services	United States	United States	9th	N.D. California	Hon. Susan Illston	Open-end Fund	Open-end Fund	CASE DISMISSED	0
104091			"Signalife, Inc."	SGN	08/28/2008	08-CV-2995	01/29/2004	04/11/2008	3845	Healthcare	Medical Equipment & Supplies	United States	United States	4th	D. South Carolina	Hon. R Bryan Harwell	American SE	Public (Listed)	CASE SETTLED	4000000
104092			Quest Resource Corporation	QRCP	09/05/2008	08-CV-00936	11/07/2007	08/25/2008	1311	Basic Materials	Non-Metallic Mining	United States	United States	10th	W.D. Oklahoma	Hon. Vicki Miles-LaGrange	NASDAQ	Public (Listed)	CASE SETTLED	10100000
104093			"Synchronoss Technologies, Inc."	SNCR	09/05/2008	08-CV-04437	02/04/2008	06/09/2008	7371	Technology	Software & Programming	United States	United States	3rd	D. New Jersey	"Hon. Garrett E. Brown, Jr."	NASDAQ	Public (Listed)	CASE DISMISSED	0
104094			Federal National Mortgage Association (Fannie Mae)	FNM	09/08/2008	08-CV-7831	11/16/2007	09/05/2008	6111	Financial	Money Center Banks	United States	United States	2nd	S.D. New York	Hon. Gerard E. Lynch	New York SE	Public (Listed)	CASE SETTLED	170000000
104095			NVIDIA Corporation	NVDA	09/09/2008	08-CV-04260	11/08/2007	07/02/2008	3674	Technology	Semiconductors	United States	United States	9th	N.D. California	Hon. James Ware	NASDAQ	Public (Listed)	CASE DISMISSED	0
104098			Hansen Natural Corporation	HANS	09/11/2008	08-CV-01249	05/23/2007	11/08/2007	2086	Consumer Non-Cyclical	Beverages (Non-Alcoholic)	United States	United States	9th	C.D. California	Hon. Stephen G. Larson	NASDAQ	Public (Listed)	CASE SETTLED	16250000
104111			"Lord, Abbett & Co. LLC"		09/11/2008	08-CV-04546	09/11/2003	09/11/2008		Financial	Other (Mutual Fund)	United States	United States	3rd	D. New Jersey	Hon. William J. Martini	Privately Traded	Privately Held	CASE DISMISSED	0
104099			State Street Corporation: SSgA Intermediate Fund	SSINX	09/11/2008	08-CV-07934	09/11/2005	09/11/2008	6022	Financial	Regional Banks	United States	United States	2nd	S.D. New York	Hon. Richard J. Holwell	Open-end Fund	Open-end Fund	CASE DISMISSED	0
104096			"First Trust Portfolios, L.P. : First Trust Strategic High Income Fund"	FHI	09/12/2008	08-CV-05213 	07/26/2005	07/07/2008		Financial	Other (Mutual Fund)	United States	United States	7th	N.D. Illinois	Hon. Samuel Der-Yeghiayan	ETF	Public (Listed)	CASE SETTLED	5000000
104097			"Harris Stratex Networks, Inc."	HSTX	09/15/2008	08-CV-00578	01/29/2007	07/30/2008	3663	Technology	Communications Equipment	United States	United States	3rd	D. Delaware	"Hon. Joseph J. Farnan, Jr."	NASDAQ	Public (Listed)	CASE SETTLED	8900000
104103			"Novatel Wireless, Inc."	NVTL	09/15/2008	08-CV-01689	02/05/2007	08/19/2008	7370	Technology	Software & Programming	United States	United States	9th	S.D. California	Hon. Marilyn L. Huff	NASDAQ	Public (Listed)	CASE SETTLED	16000000
104102			BankUnited Financial Corporation	BKUNA	09/16/2008	08-CV-22572	04/18/2006	06/18/2008	6035	Financial	S&Ls/Savings Banks	United States	United States	11th	S.D. Florida	Hon. Marcia G. Cooke	NASDAQ	Public (Listed)	CASE SETTLED	3500000
104104			"MEMC Electronic Materials, Inc."	WFR	09/16/2008	08-CV-01411	06/13/2008	07/23/2008	3674	Technology	Semiconductors	United States	United States	8th	E.D. Missouri	Hon. Carol E. Jackson	New York SE	Public (Listed)	CASE DISMISSED	0
104101			"NextWave Wireless, Inc."	WAVE	09/16/2008	08-CV-01697	03/30/2007	08/07/2008	3663	Technology	Communications Equipment	United States	United States	9th	S.D. California	Hon. Larry Alan Burns	NASDAQ	Public (Listed)	CASE SETTLED	1400000
104107			Northern Trust Corporation : Auction Rate Securities	NTRS	09/17/2008	08-CV-8057	09/16/2003	02/13/2008	6022	Financial	Regional Banks	United States	United States	2nd	S.D. New York	Hon. Victor Marrero	NASDAQ	Public (Listed)	CASE DISMISSED	0
104112			The Reserve Primary Fund		09/17/2008	08-CV-08060	09/16/2008	09/17/2008		Financial	Other (Mutual Fund)	United States	United States	2nd	S.D. New York	Hon. Paul G. Gardephe	Open-end Fund	Open-end Fund	CASE SETTLED	54500000
104293			Bear Stearns Mortgage Loan Pass-Through Certificates : Series 2006-AR1 Groups I and II		09/18/2008	08-CV-08093	07/28/2006	09/18/2008	6189	Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Laura Taylor Swain	Privately Traded	Privately Held	CASE SETTLED	500000000
